GeneName	SAMN15636466	SAMN15636467	SAMN15636468	SAMN15636469	SAMN15636470	SAMN15636471
DPY19L4	817	1019	1166	997	1196	948
DPY30	576	457	259	399	467	667
DPYD	595	750	881	819	700	910
DPYS	41	66	50	75	71	53
DPYSL2	1725	2280	2182	2177	3527	2296
DPYSL3	3225	3212	3331	3229	4518	3129
DPYSL4	299	146	403	298	556	689
DQX1	575	425	440	639	497	516
DR1	865	787	751	863	852	856
DRAM1	143	147	104	299	347	102
DRAM2	547	557	616	689	598	493
DRAXIN	179	198	144	251	149	212
DRC1	31	28	56	54	49	49
DRC3	6	21	25	16	28	39
DRC7	9	30	28	19	17	39
DRCC1	250	394	276	509	304	341
DRD1	230	269	286	255	336	202
DRD2	3	5	5	10	30	13
DRD3	12	5	9	14	9	18
DRD4	15	75	30	17	42	101
DRD5	38	11	14	38	44	16
DRG1	1254	1069	960	968	884	1282
DRG2	1019	1063	991	1029	957	1303
DRGX	9	5	21	21	23	7
DROSHA	349	500	400	437	473	573
DRP2	111	240	119	123	593	150
DSC1	23	49	33	31	29	71
DSCAM	152	220	192	181	240	263
DSCAML1	18	22	24	17	43	63
DSCC1	1014	965	1289	1093	1184	1875
DSCR3	783	700	793	678	821	753
DSE	639	914	892	1034	976	998
DSEL	694	724	568	712	657	927
DSG2	192	461	528	492	513	362
DSG4	1	5	5	6	4	2
DSN1	1043	782	595	830	583	981
DSP	3647	4823	4637	4870	4178	5964
DST	1110	2645	2740	2200	3775	2049
DSTN	16770	11005	11304	12994	15490	12052
DSTYK	1040	1858	1184	1527	1504	2391
DTD1	443	341	322	386	353	456
DTD2	602	510	373	470	666	578
DTHD1	7	10	7	9	5	6
DTL	171	273	319	239	187	482
DTNA	916	1627	1414	1154	1645	2214
DTNB	287	256	307	504	507	292
DTNBP1	610	532	541	479	518	683
DTWD1	144	141	212	129	202	119
DTWD2	31	45	29	33	56	32
DTX1	22	14	13	31	14	6
DTX2	2310	2323	1248	2184	2261	3394
DTX3L	691	645	625	871	894	605
DTX4	2930	2830	2313	3660	2979	4825
DTYMK	915	725	680	958	807	971
DUOX1	5	21	7	11	11	8
DUOXA1L	0	3	3	3	0	3
DUOXA2	17	13	14	6	21	10
DUPD1	1	1	5	0	3	0
DUS1L	471	485	445	508	499	493
DUS2	991	925	606	809	1051	991
DUS3L	328	309	308	347	376	385
DUS4L	27	27	35	29	42	31
DUSP1	2573	2195	1913	2315	2535	2076
DUSP10	1054	1260	879	1237	1300	1377
DUSP11RC1I	221	245	366	328	364	194
DUSP12	262	445	394	556	437	511
DUSP13	3	5	3	0	2	0
DUSP14	3144	3816	2715	3703	2793	5454
DUSP15	98	118	117	148	169	193
DUSP16	600	767	822	813	1078	709
DUSP19	319	295	221	297	287	263
DUSP21	10	19	22	25	18	51
DUSP22	1061	1307	1243	1363	1473	1865
DUSP22AL	1	6	1	4	5	5
DUSP23	953	753	723	991	760	953
DUSP26	1429	1619	1038	1331	1454	2245
DUSP27	10	10	6	16	10	20
DUSP28	4	0	1	0	4	1
DUSP3	1032	1057	887	844	1020	1308
DUSP4	455	397	356	483	255	719
DUSP5	330	228	216	200	242	435
DUSP6	487	525	550	571	708	579
DUSP7	1491	1749	1089	2098	1918	1468
DUSP8	413	446	344	397	852	531
DUT	1873	1376	1256	1414	1007	1951
DVL1	1015	1495	1728	1618	2158	1527
DVL2	2693	2360	1779	2770	1943	3151
DYDC2	34	6	5	12	21	41
DYL1	4530	3216	2017	3613	2990	4727
DYL2	36	12	23	32	14	48
DYM	2099	2231	1595	1837	1395	2429
DYNC1H1	10587	21035	20373	18336	20360	27042
DYNC1I1	113	103	41	72	403	150
DYNC1I2	1485	1881	1673	2001	2125	2235
DYNC1LI1	2275	1997	1738	1807	1821	2652
DYNC1LI2	1039	1264	1407	1158	1837	983
DYNC2H1	173	314	438	292	426	271
DYNC2LI1	146	141	134	175	168	121
DYNLL1	957	424	653	461	630	936
DYNLL2	1420	1230	916	1071	1402	1466
DYNLRB1	1652	1264	1154	1249	1276	1435
DYNLRB2	26	21	17	74	72	33
DYNLT1	859	491	454	715	561	577
DYNLT3	1302	1233	1316	1114	1276	1719
DYRK1A	247	535	557	582	614	528
DYRK2	297	394	422	349	421	255
DYRK3	458	644	693	475	702	637
DYSF	1292	1769	1903	1928	2514	1255
DYTN	29	34	38	25	55	24
DYX1C1	19	36	34	54	42	30
DZANK1	187	156	137	132	163	256
DZIP1	408	380	338	355	423	530
DZIP1L	10	15	15	20	36	28
E2F1	971	715	683	883	482	1124
E2F2	343	423	240	430	253	554
E2F3	63	89	75	120	143	68
E2F4	851	994	800	1052	1044	1082
E2F5	212	208	206	223	267	160
E2F6	385	358	305	284	309	330
E2F7	431	572	338	399	406	830
E2F8	171	194	156	314	259	229
E4F1	585	660	656	675	790	658
EAF1	466	561	521	654	833	433
EAF2	233	145	125	226	215	146
EAPP	302	336	301	367	356	335
EARS2	882	593	292	514	371	1002
EBAG9	418	334	343	292	430	275
EBF1	215	223	267	229	310	233
EBF2	153	126	74	69	210	200
EBF3	21	23	55	32	99	48
EBNA1BP2	1529	947	879	1046	934	1181
ECD	654	785	535	661	755	902
ECE1	1723	1356	2053	2174	2172	1766
ECE2	238	165	138	132	342	180
ECEL1	19	18	9	11	21	29
ECH1	1253	888	1095	1624	1277	2082
ECHDC1	219	254	189	221	247	264
ECHDC2	471	300	315	327	278	403
ECHDC3	641	544	542	590	550	657
ECHS1	3589	2609	2496	2931	2713	4143
ECI1	2887	2294	1816	2749	2129	3319
ECI2	641	615	478	574	664	605
ECM1	3165	992	555	2452	2042	591
ECM2	637	924	1025	888	1361	678
ECSCR	502	388	572	656	736	463
ECT2	1274	1421	914	999	1168	1800
EDA	1106	1186	1059	1138	1161	1306
EDA2R	252	250	213	131	409	277
EDAR	144	333	215	141	360	198
EDARADD	137	140	128	182	201	96
EDBETA	71	123	71	100	98	140
EDC3	1363	1826	1517	1720	1753	2487
EDC4	1271	1523	1325	2050	1640	1904
EDCH3	1	0	1	0	2	1
EDEM1	594	983	1006	1311	1001	1013
EDEM2	511	446	400	559	443	456
EDEM3	1277	1606	1361	2047	1785	1729
EDF1	4661	3911	3871	4042	4192	4376
EDIL3	165	465	403	281	416	442
EDMPN2	0	0	0	0	0	0
EDN1	674	443	367	480	383	461
EDN2	1010	560	867	989	790	910
EDN3	722	776	700	799	549	1126
EDNRA	2643	3849	4526	2663	4028	2153
EDNRB	170	210	201	280	294	337
EDNRB2	1619	6293	2826	3380	2049	5783
EDRF1	1063	1028	1073	928	1312	1109
EDSC	0	0	0	0	0	0
EEA1	704	1091	1189	981	1515	878
EED	613	577	482	465	497	718
EEF1A1	176244	135170	148834	171765	174806	151716
EEF1A2	141	178	71	196	1143	437
EEF1AKMT1	486	333	430	396	563	480
EEF1B2	15928	11387	12976	13543	14932	10780
EEF1D	12174	10083	13209	13688	16521	8896
EEF1E1	999	728	678	910	949	1164
EEF1G	10989	6279	7015	10137	7820	6777
EEF2	41472	40088	43876	56519	49060	46536
EEF2K	353	389	529	382	511	342
EEF2KMT	92	112	105	156	167	151
EEFSEC	915	932	549	878	942	982
EEPD1	401	288	400	647	574	422
EFCAB1	52	45	41	34	43	57
EFCAB10	18	40	24	47	41	21
EFCAB11	42	82	42	43	64	71
EFCAB12	16	23	31	17	41	49
EFCAB14	600	738	611	813	931	716
EFCAB2	18	27	16	20	27	11
EFCAB3	0	1	0	2	3	6
EFCAB4B	391	487	417	554	525	597
EFCAB5	115	105	161	149	158	128
EFCAB6	0	0	1	0	4	2
EFCAB7	403	250	299	346	455	503
EFCC1	74	179	165	175	241	120
EFEMP1	2986	3097	3292	3932	5255	3310
EFHB	11	6	3	8	15	36
EFHC1	37	45	35	36	30	74
EFHC2	370	630	284	634	856	966
EFHD1	2940	2961	2504	3433	3574	3426
EFHD2	375	168	105	391	252	101
EFL1	755	1128	872	836	899	922
EFNA2	37	15	19	25	34	30
EFNA5	183	173	153	240	234	163
EFNB1	2647	1973	2041	3063	2702	2759
EFNB2	149	175	156	272	251	255
EFR3A	1609	2061	2405	1815	2836	1726
EFR3B	455	614	541	808	532	1172
EFTUD2	4161	4268	3320	4540	2956	6179
EGF	50	116	71	42	215	106
EGFL6	43	35	71	46	63	27
EGFL7	2662	2171	2041	2621	2462	3041
EGFLAM	1543	1650	2005	2038	2547	1577
EGFR	1740	4070	4599	3105	4506	3361
EGLN1	1173	1743	1727	1257	1898	1253
EGLN3	798	683	789	928	1046	1021
EGR1	1229	1248	1627	1320	1747	1107
EGR3	71	88	82	139	125	59
EGR4	44	23	32	50	32	35
EHBP1	1279	1471	1963	1643	2102	1729
EHBP1L1	328	278	289	465	431	269
EHD3	16799	13867	13033	15200	11580	20695
EHD4	703	693	620	756	1011	501
EHF	77	59	41	45	79	156
EHHADH	437	257	364	415	568	444
EHMT1	1246	1784	1705	1947	1953	1529
EI24	3238	2751	2486	3033	1983	3825
EIF1	5812	3893	3309	4169	3919	4499
EIF1AX	1763	1246	1319	1112	1380	1150
EIF1B	1786	1856	1622	1408	1814	1938
EIF2A	868	574	585	671	710	677
EIF2AK1	588	638	498	652	585	818
EIF2AK2	522	561	650	592	807	516
EIF2AK3	380	456	447	630	504	505
EIF2AK4	873	1135	1196	1172	1368	956
EIF2B1	475	443	334	414	427	431
EIF2B2	1842	1484	1339	1569	1333	2312
EIF2B3	640	438	417	476	545	624
EIF2B4	1705	1363	1063	1594	1226	1810
EIF2B5	1767	1761	1577	1668	1664	2427
EIF2D	837	843	737	899	794	1016
EIF2S1	2047	1577	1245	1471	1488	1673
EIF2S2	2045	1587	1564	1524	1542	1688
EIF2S3	5990	4915	4670	5909	6533	4938
EIF3A	5706	7261	7983	7899	7764	8954
EIF3B	5454	5184	5094	4994	5910	5851
EIF3D	6302	5390	5334	6238	5800	5846
EIF3E	8007	6135	6876	7000	9307	5565
EIF3F	2229	1729	1886	2428	2569	1693
EIF3G	5818	4129	4626	5845	4963	4449
EIF3H	5572	4561	5514	5995	7088	3954
EIF3I	4921	3451	3538	4121	3714	5229
EIF3J	1492	1056	996	979	1007	1075
EIF3K	6457	5289	5240	6328	5470	5808
EIF3L	5879	5400	6296	6903	6388	6437
EIF3M	492	376	436	417	426	411
EIF4A2	23229	20265	22084	23767	26994	19682
EIF4A3	3979	3268	2958	4051	3677	3882
EIF4B	7640	6455	6310	8710	7448	6409
EIF4E	1326	1177	1313	1119	1383	921
EIF4E1B	789	769	344	564	635	1076
EIF4E2	1609	1545	1280	1575	1325	1863
EIF4E3	569	536	521	600	703	615
EIF4EBP1	5346	3486	3710	3969	3528	5464
EIF4EBP2	1672	1156	1060	1493	1223	1917
EIF4EBP3	88	47	29	50	44	62
EIF4ENIF1	2094	3143	2326	2273	2283	3606
EIF4G1	3784	4227	3590	5040	4202	5093
EIF4G2	18842	21458	20063	20529	22089	17924
EIF4G3	1073	1661	1830	1959	1743	1802
EIF4H	6131	5866	5469	5962	6195	6310
EIF5	10405	7751	7069	7036	7455	8700
EIF5A	4456	3584	3555	3893	3471	4738
EIF5B	2193	1780	1892	1694	1483	1662
EIF6	1857	1853	1646	1842	1762	2056
ELAC2	713	927	648	761	966	1133
ELAPOR1	248	149	208	212	197	211
ELAPOR2	138	224	262	201	533	297
ELAVL1	1548	1488	1427	1597	1594	1336
ELAVL2	123	191	117	116	197	226
ELAVL4	83	103	78	89	351	124
ELF1	498	732	810	1221	1205	565
ELF2	906	889	978	929	1070	818
ELF3	450	198	353	561	379	346
ELF5	0	0	1	3	9	2
ELFN1	44	25	53	28	99	54
ELFN2	6	6	16	9	26	25
ELK3	913	802	985	1219	1121	739
ELK4	364	1053	1118	1155	1471	897
ELL	1365	1645	1328	1633	1346	1941
ELL2	632	639	666	610	412	751
ELMO1	745	970	797	1052	1104	1116
ELMO2	1840	1672	1411	1787	1681	2059
ELMO3	140	148	139	294	241	158
ELMOD1	1550	2025	1270	1186	977	2284
ELMOD2	263	507	500	378	509	592
ELMOD3	442	493	430	565	496	647
ELMSAN1	630	1296	1403	948	1475	1057
ELN	5854	2369	3162	2156	3806	3153
ELOB	1487	921	949	1165	1008	984
ELOF1	311	165	143	163	186	207
ELOVL1	8963	8968	6140	7598	8096	14145
ELOVL2	1	4	0	0	15	2
ELOVL3	45	27	17	12	16	46
ELOVL4	46	43	44	50	76	101
ELOVL5	2095	1965	1968	1766	2117	2468
ELOVL6	577	515	722	613	489	748
ELOVL7	479	441	498	395	451	289
ELP2	535	393	311	396	465	642
ELP3	711	761	642	800	727	808
ELP4	80	106	99	125	115	86
ELP6	643	563	376	483	497	874
EMB	10828	13384	16549	14260	9460	11990
EMC1	3061	3070	2797	3427	2627	3871
EMC2	576	525	461	445	592	541
EMC3	1359	1094	892	1097	1086	1247
EMC6	1322	1006	802	1086	845	1330
EMC7	1390	1206	974	1149	1091	1472
EMC8	1032	854	684	1013	892	1357
EMCN	5004	5167	4301	4868	5095	6365
EME1	366	340	251	422	296	432
EME2	247	231	185	242	196	268
EMG1	785	549	373	514	474	673
EMID1	234	163	181	267	204	90
EMILIN1	4484	2052	2690	2633	3001	2043
EMILIN2	611	928	789	1008	1443	930
EMILIN3	188	263	175	121	147	529
EML1	1267	1440	1296	1112	1749	1583
EML3	859	840	660	1156	899	1101
EML4	949	1361	1545	1673	1901	1300
EML5	34	127	103	62	148	109
EML6	71	122	106	91	195	133
EMP1	511	709	430	436	668	586
EMP2	1392	1691	1709	1233	2018	1046
EMSY	377	592	647	634	780	691
EMX1	0	0	0	0	0	0
EMX2	1686	1254	1221	1253	1130	1750
EN1	8	0	2	2	1	9
EN2	0	4	2	8	5	14
ENAH	2300	2466	2735	2156	2652	2732
ENC1	793	1254	955	1070	1047	1303
ENDOD1	474	455	426	521	698	525
ENDOG	730	495	373	761	595	826
ENDOU	17	12	5	11	23	13
ENDOUL	13	15	13	20	50	29
ENDOV	357	294	276	337	368	233
ENG	4401	3959	5181	6263	4926	3932
ENGASE	184	104	81	154	123	96
ENHO	1595	1075	851	928	623	2082
ENKD1	429	378	460	462	419	960
ENKUR	21	19	14	16	12	23
ENO1	46644	37508	30960	39997	36983	54450
ENO2	174	58	69	165	367	88
ENO4	39	41	33	41	47	65
ENOPH1	870	937	884	1074	892	1030
ENOX1	153	94	140	161	162	105
ENOX2	812	802	870	803	1077	777
ENPEP	8	13	1	4	8	5
ENPP1	168	193	244	228	183	148
ENPP2	944	1841	2651	1293	2822	813
ENPP3	233	196	252	319	441	211
ENPP4	881	840	702	1016	811	1263
ENPP6	174	253	271	191	441	206
ENPP7	8	11	5	11	11	6
ENS-1	0	7	3	0	5	5
ENS-3	0	0	0	0	0	0
ENSA	3059	3129	2862	2925	2968	2827
ENTPD1	2223	3647	3816	2826	3682	4075
ENTPD2	239	214	211	664	632	192
ENTPD2L	370	335	461	609	636	509
ENTPD3	8	7	11	20	18	9
ENTPD4	711	798	519	642	719	1075
ENTPD5	134	99	105	120	132	94
ENTPD6	323	294	255	303	361	298
ENTPD7	448	434	300	503	329	739
ENTPD8	62	110	60	35	113	57
ENTPD8L	759	1059	921	1284	1325	700
ENY2	645	385	440	391	415	392
EOGT	793	739	1122	826	1223	678
EOMES	1406	1709	859	1387	1873	2187
EP300	1020	2169	2351	2651	2600	2286
EP400	885	2663	2075	2108	2709	2771
EPAS1	1408	2059	2902	2379	2897	1632
EPB41	615	1048	1163	1471	1534	934
EPB41L1	1711	2401	2215	2080	2217	2956
EPB41L2	1348	2349	2069	1846	3838	1691
EPB41L3	677	658	880	950	1628	947
EPB41L4A	146	146	193	186	233	208
EPB41L4B	46	73	49	57	61	39
EPB41L5	571	995	961	771	997	784
EPB42	22	41	53	186	137	22
EPC1	1001	1596	1242	1463	1720	1651
EPC2	423	677	694	581	690	469
EPCAM	3476	2747	1885	2353	1877	4636
EPDR1	381	466	360	295	631	265
EPFIP1L	2804	2827	2520	2830	2491	3352
EPG5	456	755	732	734	810	1012
EPGN	7	16	17	12	17	7
EPHA1	100	117	102	138	165	146
EPHA10	327	520	224	301	387	515
EPHA2	418	350	330	405	387	486
EPHA3	577	1241	1293	925	1076	992
EPHA4	232	281	363	412	412	455
EPHA5	249	258	289	367	534	427
EPHA6	46	50	87	59	77	129
EPHA7	130	202	248	165	346	216
EPHA8	29	40	50	18	42	44
EPHB1	809	1101	1035	1200	1194	1033
EPHB2	365	520	608	508	631	580
EPHB3	741	739	801	820	882	827
EPHB6	443	553	616	638	574	592
EPHX1	238	269	285	370	418	354
EPHX1L	276	231	153	306	390	308
EPHX2	500	407	502	808	583	469
EPHX3	272	273	288	220	197	325
EPM2A	113	103	143	136	151	129
EPN2	2438	3160	2964	3116	3381	3216
EPN3	1905	1467	1222	1533	905	2598
EPRS	2981	2928	3009	2903	3267	3112
EPS15	1169	1678	1782	1898	2352	1648
EPS15L1	1090	1440	1484	1150	1298	1822
EPS8	1640	1834	1914	1947	1899	2086
EPS8L2	456	543	639	721	825	412
EPSTI1	116	92	103	200	244	36
EPX	245	754	414	2662	2520	47
EPYC	9	6	10	3	9	5
ERAL1	956	824	659	924	766	1355
ERAP1	844	898	860	1179	1449	877
ERBB2	425	539	465	538	517	527
ERBB3	271	438	289	266	530	441
ERBB4	617	1332	774	1236	910	2803
ERBIN	821	1421	1315	1379	1751	1084
ERC1	898	1449	1593	1334	1266	1519
ERC2	35	49	44	56	104	85
ERCC2	50	20	41	59	37	49
ERCC3	417	483	484	578	581	402
ERCC4	245	416	286	318	387	371
ERCC5	265	247	314	248	393	196
ERCC6	409	539	490	487	539	498
ERCC6L	230	239	174	230	210	370
ERCC6L2	220	340	320	258	341	315
ERCC8	102	135	154	127	155	118
EREG	0	0	0	0	0	2
ERG	173	238	278	403	394	198
ERG28	914	578	579	608	428	818
ERGIC1	2737	2478	2533	2974	2792	2544
ERGIC2	1695	1570	1405	1490	1498	1670
ERGIC3	1231	1098	1062	1233	1253	1341
ERH	1948	1302	1493	1806	1453	1731
ERI1	833	882	690	637	739	1043
ERI2	135	203	125	181	169	317
ERI3	1667	1385	1228	1558	1137	1671
ERICH1	104	169	164	153	185	146
ERICH3	239	252	165	180	236	239
ERICH5	110	156	94	103	159	269
ERICH6	121	104	33	78	66	46
ERICH6B	1	1	1	1	0	1
ERLEC1	2713	2336	1855	2176	1909	2884
ERLIN1	1723	1733	1802	1858	2074	2305
ERLIN2	3815	3915	3826	3812	3872	4858
ERMARD	220	245	227	227	304	274
ERMN	31	82	66	181	144	77
ERMP1	730	936	699	831	868	1145
ERN1	408	584	551	660	742	529
ERN2	709	822	857	1644	1092	970
ERNI	1	1	0	0	0	0
ERO1A	744	524	461	660	539	524
ERO1B	416	438	515	568	578	370
ERP29	5410	3759	3515	4314	3608	4611
ERP44	1384	1317	1203	1324	1404	1288
ERRFI1	727	732	565	621	773	919
ESAM	425	289	310	526	504	319
ESCO1	461	436	375	391	465	432
ESCO2	1723	1717	1361	1650	1318	3258
ESD	1887	1920	2072	2309	2666	2028
ESF1	243	185	226	217	223	159
ESM1	99	116	126	62	187	60
ESPL1	2783	3740	2532	3170	2505	5388
ESPN	142	93	98	163	118	75
ESPNL	3	0	0	3	8	2
ESR1	82	239	300	242	316	147
ESR2	138	128	113	135	144	227
ESRP1	1047	1141	633	845	1012	1741
ESRP2	172	215	161	168	214	313
ESRRB	31	73	50	82	41	94
ESRRG	99	146	140	134	137	164
ESX1	0	0	1	1	0	0
ESYT1	4305	3605	3301	4013	4325	3437
ESYT2	2120	2918	3073	2427	3466	2348
ESYT3	105	134	156	120	61	86
ETAA1	285	394	345	306	395	365
ETF1	2458	2262	2191	1996	2274	2719
ETFA	974	783	800	979	916	989
ETFBKMT	456	417	319	432	341	524
ETFDH	891	985	1194	1061	1041	1292
ETFRF1	57	40	38	25	63	24
ETNK1	1356	1679	1874	1379	2091	1572
ETNK2	74	71	53	63	61	102
ETNPPL	42	38	53	48	50	46
ETS1	1292	2116	2216	3529	3088	1753
ETS2	1124	1204	909	1300	1157	1415
ETV1	218	303	300	273	402	272
ETV3	731	980	951	1051	1010	796
ETV3L	0	4	1	4	1	0
ETV4	532	473	290	316	343	980
ETV5	942	1224	972	919	831	1237
ETV6	894	802	824	829	959	657
ETV7	100	102	105	156	137	146
EVA1A	165	175	196	173	261	190
EVA1B	727	413	491	624	631	466
EVA1C	273	202	295	228	339	176
EVA1CL	91	100	56	153	224	86
EVC	295	327	473	295	422	283
EVC2	175	305	301	229	363	245
EVI2A	67	57	81	288	210	36
EVI2B	58	97	66	317	210	41
EVI5	1235	1447	1410	1257	1559	1445
EVI5L	822	950	801	1216	1004	928
EVL	1843	1318	1308	1501	1247	1276
EVPL	3	6	4	8	9	6
EVX1	0	15	1	16	1	4
EVX2	5	6	7	1	8	73
EWSR1	1312	1380	1346	1724	1673	1450
EXD1	395	493	245	345	479	674
EXD2	392	428	483	452	607	366
EXD3	588	495	417	590	584	518
EXFABP	7929	2475	972	13092	10906	611
EXO1	499	627	297	362	640	833
EXOC1	1001	919	812	793	1141	1140
EXOC2	643	792	781	800	1004	873
EXOC3	844	814	772	865	966	1043
EXOC3L	306	320	288	591	620	307
EXOC3L1	360	235	288	553	347	301
EXOC3L4	52	31	61	42	59	37
EXOC4	1554	1951	2361	2651	2719	2347
EXOC5	962	989	1200	968	1329	952
EXOC6	413	480	451	588	774	355
EXOC6B	446	608	701	555	531	897
EXOC7	1700	1812	1433	1716	1903	1997
EXOC8	821	870	767	956	837	1122
EXOG	568	470	503	508	600	428
EXOSC1	790	602	482	696	526	813
EXOSC10	1013	1229	1180	1156	1259	1024
EXOSC2	1192	1044	764	1225	1000	1415
EXOSC3	175	128	110	157	126	236
EXOSC5	722	580	509	749	572	834
EXOSC6	299	202	179	276	240	152
EXOSC7	801	638	496	553	676	825
EXOSC8	642	460	370	417	477	550
EXOSC9	531	560	471	505	567	611
EXPH5	13	33	23	39	44	28
EXT1	1247	877	975	990	904	917
EXT2	1272	1819	1887	2052	2105	1769
EXTL1	353	201	243	335	347	188
EXTL2	137	222	168	182	264	137
EXTL3	2781	3160	2712	2914	2673	3724
EYA1	122	91	47	119	197	126
EYA2	16	3	10	39	37	32
EYA3	1191	1310	1225	1414	1221	1621
EYA4	95	133	271	121	215	89
EYS	31	60	20	35	49	96
EZH1	1814	1944	1912	2068	2269	2458
EZH2	820	808	539	743	923	944
EZR	2226	2426	1940	2686	2402	4666
F-KER	1	4	1	1	2	1
F10	265	167	249	722	428	69
F11R	477	563	433	676	346	555
F12	47	91	27	49	64	159
F13A1	1766	2728	2660	4140	2245	2841
F13B	8	2	5	5	12	1
F2	31	49	44	35	56	43
F2R	200	226	237	266	323	223
F2RL1	61	59	42	88	109	33
F2RL2	128	110	132	106	141	78
F2RL3	57	74	77	113	116	52
F3	288	226	227	191	237	122
F5	618	860	1050	1502	1297	707
F7	30	46	39	54	48	26
F8	258	319	209	601	518	288
F8A3	544	345	265	401	254	336
F9	17	56	11	3	9	12
FA2H	254	258	122	165	245	384
FAAH	1016	811	707	947	801	792
FAAH2	1252	1147	805	1158	961	1481
FAAHL	1746	1459	1242	1532	1043	2422
FAAP100	1471	1205	940	1220	1079	1726
FAAP24	285	297	213	211	220	516
FABP1	0	3	1	4	6	0
FABP2	4	3	1	0	0	2
FABP3	2572	1774	982	2273	2293	1531
FABP4	800	271	189	847	306	217
FABP5	791	549	545	939	589	439
FABP6	44	40	54	55	46	62
FABP7	569	651	316	476	682	839
FABP9	14	12	1	4	10	4
FADD	658	653	664	859	906	558
FADS1	871	1258	1204	1153	1396	1459
FADS2	682	1138	1131	1150	1416	1010
FADS6	598	575	272	370	525	856
FAF1	904	963	921	1007	1166	857
FAF2	2531	2481	1741	2251	1991	3174
FAH	34	30	94	35	84	23
FAHD1	120	80	45	100	82	114
FAHD2A	1554	1010	879	1646	919	1916
FAIM	287	315	374	292	442	334
FAIM2	177	196	249	161	698	291
FAM102A	1010	1142	1084	1103	1242	1534
FAM102B	441	344	424	455	530	650
FAM103A1	475	489	435	407	492	353
FAM104A	954	1054	843	1022	1167	1174
FAM105A	312	262	277	517	415	286
FAM105B	396	433	405	413	498	396
FAM107A	112	95	53	181	86	68
FAM107B	577	574	515	1205	1066	445
FAM109A	634	595	426	464	445	733
FAM109B	3163	3949	3961	3790	4338	4385
FAM110A	446	267	297	408	206	403
FAM110B	511	481	538	498	529	474
FAM110C	1207	1572	1339	1165	1114	2271
FAM110D	452	265	323	431	467	229
FAM114A1	1091	1105	984	907	1276	1118
FAM114A2	676	692	550	633	737	641
FAM117A	5293	4468	3396	4184	3081	6343
FAM117B	342	392	377	453	630	365
FAM118B	486	444	414	547	591	392
FAM120B	182	319	259	360	332	229
FAM120C	2370	3031	3455	4147	3667	3249
FAM124A	32	24	61	28	13	14
FAM124B	168	192	199	295	504	165
FAM126A	1328	1504	1616	1380	1622	1208
FAM126B	280	482	451	381	476	428
FAM129A	873	1576	1555	1389	2047	851
FAM129B	4797	3127	2787	4363	2660	2783
FAM131A	42	21	21	55	55	15
FAM131B	78	145	200	118	177	137
FAM132A	369	765	390	341	613	622
FAM133B	641	589	593	446	612	393
FAM134A	3951	2857	2393	3309	2737	3512
FAM134B	681	1054	734	629	675	1005
FAM134C	1172	1062	1014	1196	1111	1232
FAM135A	380	670	738	623	742	598
FAM135B	1	4	1	2	10	3
FAM136A	415	366	304	528	414	383
FAM13A	2375	2530	3091	1769	2556	1786
FAM13B	589	997	845	925	1151	1035
FAM13C	16	43	36	35	110	58
FAM149A	62	86	95	57	62	59
FAM149B1	449	747	838	763	847	652
FAM150A	122	150	82	93	125	121
FAM150B	29	33	23	14	48	29
FAM151B	107	125	114	140	110	153
FAM151BL	37	76	112	42	108	77
FAM155A	85	61	77	60	80	36
FAM155B	365	377	381	363	472	419
FAM159A	25	66	18	25	56	41
FAM161A	39	43	54	57	33	56
FAM161B	66	78	92	96	102	69
FAM162A	1124	846	877	853	585	1315
FAM162B	0	0	1	1	7	0
FAM162BL	684	385	423	805	672	373
FAM163A	232	207	134	133	211	389
FAM163B	693	495	236	386	576	581
FAM166A	0	1	0	0	0	0
FAM167A	78	98	87	90	141	47
FAM167B	277	215	166	248	215	184
FAM168A	1377	1655	1884	1444	1627	1891
FAM168B	1484	2029	2083	1785	2298	1524
FAM169A	275	416	381	260	282	601
FAM169B	194	260	203	279	346	357
FAM171A1	531	814	937	911	981	786
FAM171A2	568	478	464	597	495	434
FAM171B	216	336	339	274	486	360
FAM172A	1113	993	881	860	870	1029
FAM172BP	1013	963	598	680	1196	1126
FAM173A	808	1133	1115	1355	931	1108
FAM173B	603	761	670	634	745	921
FAM174A	615	427	379	427	362	631
FAM174B	1291	1915	1683	2094	2153	1998
FAM175A	185	248	293	315	327	176
FAM175B	506	610	547	468	561	551
FAM177A1	723	764	731	561	1031	501
FAM178B	48	18	35	31	47	93
FAM179A	94	138	71	141	92	139
FAM179B	2968	3087	3055	2876	3246	3403
FAM180A	3	16	12	12	20	10
FAM180B	301	430	342	462	500	469
FAM181A	13	33	8	17	27	99
FAM181B	203	165	151	205	211	228
FAM183A	6	13	7	19	12	11
FAM184A	162	257	256	198	279	256
FAM184B	149	74	63	102	185	150
FAM185A	385	351	537	464	548	422
FAM187A	0	2	0	0	1	1
FAM188A	343	286	260	311	358	305
FAM188B	138	262	320	249	278	177
FAM188B2	65	56	30	61	46	50
FAM189A1	58	96	84	71	92	121
FAM189A2	351	258	428	293	679	236
FAM18B1	2495	2171	1700	2127	2029	2838
FAM192A	1203	942	1023	946	945	1044
FAM193A	410	471	659	642	716	424
FAM193B	732	636	533	709	667	796
FAM196A	137	181	221	161	191	174
FAM196B	15	12	34	5	35	12
FAM198A	424	470	746	530	725	369
FAM198B	525	415	532	511	645	447
FAM199X	730	827	816	737	753	973
